DB,DB_Object_ID,DB_Object_Symbol,Qualifier,GO_ID,DB:References,Evidence_code,With_or_from,Aspect_GO_DAG_Abbreviation,DB_Object_Name,DB_Object_Synonym,DB_Object_Type,Taxon,Date,Assigned_by,Annotation_extension,Gene_product_form_ID
MGI,MGI:1196256,Kdm1a,,GO:0034720,MGI:MGI:5562615|PMID:24217620,IMP,,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0034720,MGI:MGI:5562615|PMID:24217620,ISO,UniProtKB:O60341,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0035563,GO_REF:0000096|MGI:MGI:4417868,ISO,RGD:1562975,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20141028,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0042162,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:O60341,F,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20151218,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0043426,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:O60341,F,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20120102,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0043426,MGI:MGI:4838688|PMID:20833138,IPI,UniProtKB:P10085,F,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20120102,BHF-UCL,,
MGI,MGI:1196256,Kdm1a,,GO:0043433,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:O60341,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20110427,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0043518,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:O60341,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20110427,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0044212,MGI:MGI:3849640|PMID:19497860,IDA,,F,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20090825,BHF-UCL,,
MGI,MGI:1196256,Kdm1a,,GO:0045648,MGI:MGI:5284774|PMID:17707228,IMP,,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20110620,UniProt,,
MGI,MGI:1196256,Kdm1a,,GO:0045654,MGI:MGI:5284774|PMID:17707228,IMP,,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20110620,UniProt,,
MGI,MGI:1196256,Kdm1a,,GO:0045793,GO_REF:0000096|MGI:MGI:4417868,ISO,RGD:1562975,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20141024,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0045892,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:O60341,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20090825,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0045944,MGI:MGI:3710033|PMID:17392792,IMP,MGI:MGI:3690467|MGI:MGI:3711205|MGI:MGI:3711561,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20070716,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0045944,GO_REF:0000096|MGI:MGI:4417868,ISO,RGD:1562975,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20141028,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0045944,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:O60341,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20110126,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0046098,GO_REF:0000096|MGI:MGI:4417868,ISO,RGD:1562975,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20141028,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0046886,MGI:MGI:3710033|PMID:17392792,IMP,MGI:MGI:3690467|MGI:MGI:3711205,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20070716,MGI,"regulates_o_has_participant(MGI:MGI:88390),regulates_o_occurs_in(EMAPA:16898)|regulates_o_has_participant(MGI:MGI:95707),regulates_o_occurs_in(EMAPA:16898)|regulates_o_has_participant(MGI:MGI:96782),regulates_o_occurs_in(EMAPA:16898)|regulates_o_has_participant(MGI:MGI:97742),regulates_o_occurs_in(EMAPA:16898)|regulates_o_has_participant(MGI:MGI:98848),regulates_o_occurs_in(EMAPA:16898)",
MGI,MGI:1196256,Kdm1a,,GO:0050660,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:O60341,F,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20100413,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0050681,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:O60341,F,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20100413,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0050767,MGI:MGI:5605922|PMID:25018020,IGI,MGI:MGI:1924151,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20160525,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0050768,MGI:MGI:5605922|PMID:25018020,IDA,,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20160525,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0050768,MGI:MGI:5605922|PMID:25018020,IMP,,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20160525,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0051091,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:O60341,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20110126,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0051572,MGI:MGI:4461095|PMID:20123967,IMP,,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20111212,BHF-UCL,,
MGI,MGI:1196256,Kdm1a,,GO:0051573,MGI:MGI:4461095|PMID:20123967,IMP,,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20111212,BHF-UCL,,
MGI,MGI:1196256,Kdm1a,,GO:0055001,MGI:MGI:4838688|PMID:20833138,IMP,,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20110126,BHF-UCL,,
MGI,MGI:1196256,Kdm1a,,GO:0055114,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0560,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1196256,Kdm1a,,GO:0055114,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR002937,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1196256,Kdm1a,,GO:0061752,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:O60341,F,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20170406,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0071480,MGI:MGI:5562615|PMID:24217620,ISO,UniProtKB:O60341,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:0120162,MGI:MGI:5800353|PMID:27566776,IMP,,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20180612,YuBioLab,,
MGI,MGI:1196256,Kdm1a,,GO:1902166,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:O60341,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20130617,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:1903827,MGI:MGI:5562615|PMID:24217620,ISO,UniProtKB:O60341,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:1990138,MGI:MGI:5605922|PMID:25018020,IMP,,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20160525,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:1990138,MGI:MGI:5605922|PMID:25018020,IGI,MGI:MGI:1924151,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20160525,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:1990391,MGI:MGI:5562615|PMID:24217620,ISO,UniProtKB:O60341,C,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1196256,Kdm1a,,GO:2000179,MGI:MGI:4461095|PMID:20123967,IMP,,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20111212,BHF-UCL,,
MGI,MGI:1196256,Kdm1a,,GO:2000648,MGI:MGI:4461095|PMID:20123967,IMP,,P,lysine (K)-specific demethylase 1A,1810043O07Rik|Aof2|Kdm1|LSD1,protein,taxon:10090,20111212,BHF-UCL,,
MGI,MGI:2145261,Kdm1b,,GO:0003677,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR009057,F,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:2145261,Kdm1b,,GO:0005634,MGI:MGI:4358629|PMID:19727073,IDA,,C,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20090928,MGI,,
MGI,MGI:2145261,Kdm1b,,GO:0006325,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0156,P,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:2145261,Kdm1b,,GO:0006349,MGI:MGI:4358629|PMID:19727073,IMP,MGI:MGI:4359289,P,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20090928,MGI,,
MGI,MGI:2145261,Kdm1b,,GO:0007275,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0217,P,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:2145261,Kdm1b,,GO:0008270,MGI:MGI:4352982|PMID:19407342,IDA,,F,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20091005,MGI,,
MGI,MGI:2145261,Kdm1b,NOT,GO:0034647,MGI:MGI:4358629|PMID:19727073,IDA,,F,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20091210,UniProt,,
MGI,MGI:2145261,Kdm1b,NOT,GO:0034647,MGI:MGI:4352982|PMID:19407342,IDA,,F,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20091210,UniProt,,
MGI,MGI:2145261,Kdm1b,,GO:0034648,MGI:MGI:4352982|PMID:19407342,IDA,,F,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20091005,MGI,,
MGI,MGI:2145261,Kdm1b,,GO:0034648,MGI:MGI:4358629|PMID:19727073,IDA,,F,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20090928,MGI,,
MGI,MGI:2145261,Kdm1b,,GO:0034649,MGI:MGI:4352982|PMID:19407342,IDA,,F,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20091005,MGI,,
MGI,MGI:2145261,Kdm1b,,GO:0034649,MGI:MGI:4358629|PMID:19727073,IDA,,F,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20090928,MGI,,
MGI,MGI:2145261,Kdm1b,,GO:0034720,MGI:MGI:4352982|PMID:19407342,IDA,,P,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20091005,MGI,,
MGI,MGI:2145261,Kdm1b,,GO:0034720,MGI:MGI:4358629|PMID:19727073,IDA,,P,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20090928,MGI,,
MGI,MGI:2145261,Kdm1b,,GO:0043046,MGI:MGI:4358629|PMID:19727073,IMP,MGI:MGI:4359289,P,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20090928,MGI,occurs_in(CL:0000023),
MGI,MGI:2145261,Kdm1b,,GO:0044030,MGI:MGI:4358629|PMID:19727073,IMP,,P,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20091210,UniProt,,
MGI,MGI:2145261,Kdm1b,,GO:0046872,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0479,F,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:2145261,Kdm1b,,GO:0050660,MGI:MGI:4352982|PMID:19407342,IDA,,F,lysine (K)-specific demethylase 1B,4632428N09Rik|Aof1,protein,taxon:10090,20091005,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0000790,MGI:MGI:4820665|PMID:20417597,IDA,,C,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20120213,MGI,part_of(CL:0000057),
MGI,MGI:1354736,Kdm2a,,GO:0001701,MGI:MGI:5615026|PMID:25463925,IMP,,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0001843,MGI:MGI:5615026|PMID:25463925,IMP,,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0001947,MGI:MGI:5615026|PMID:25463925,IMP,,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0003677,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR002857,F,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354736,Kdm2a,,GO:0003677,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0238,F,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354736,Kdm2a,,GO:0005634,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0539,C,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354736,Kdm2a,,GO:0006303,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q9Y2K7,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20141029,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0006325,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0156,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354736,Kdm2a,,GO:0008270,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR002857,F,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354736,Kdm2a,,GO:0010628,MGI:MGI:5615026|PMID:25463925,IMP,,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0010629,MGI:MGI:5615026|PMID:25463925,IMP,,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0010944,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q9Y2K7,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20190219,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0016491,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0560,F,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354736,Kdm2a,,GO:0030182,MGI:MGI:5615026|PMID:25463925,IMP,,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0032922,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q9Y2K7,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20190219,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0033184,MGI:MGI:5615026|PMID:25463925,IMP,,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0035264,MGI:MGI:5615026|PMID:25463925,IMP,,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0042752,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q9Y2K7,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20190219,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0043066,MGI:MGI:5615026|PMID:25463925,IMP,,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0045322,MGI:MGI:4820665|PMID:20417597,IDA,,F,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20120213,MGI,occurs_in(CL:0000057),
MGI,MGI:1354736,Kdm2a,,GO:0046872,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0479,F,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354736,Kdm2a,,GO:0051213,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0223,F,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354736,Kdm2a,,GO:0051864,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q9Y2K7,F,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20170607,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0055114,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0560,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354736,Kdm2a,,GO:0060563,MGI:MGI:5615026|PMID:25463925,IMP,,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20150914,MGI,,
MGI,MGI:1354736,Kdm2a,,GO:0070544,GO_REF:0000008|MGI:MGI:2154458,ISO,UniProtKB:Q9Y2K7,P,lysine (K)-specific demethylase 2A,5530401A10Rik|Cxxc8|Fbl7|Fbxl11|Gm4560|Jhdm1a|lalina,protein,taxon:10090,20120213,MGI,,
MGI,MGI:1354737,Kdm2b,,GO:0000122,MGI:MGI:4949568|PMID:21220025,IMP,,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20110429,BHF-UCL,,
MGI,MGI:1354737,Kdm2b,,GO:0000122,MGI:MGI:5433809|PMID:21540074,IDA,,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20150908,MGI,,
MGI,MGI:1354737,Kdm2b,,GO:0000978,MGI:MGI:5317044|PMID:21245044,IDA,,F,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20171206,MGI,,
MGI,MGI:1354737,Kdm2b,,GO:0003677,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR002857,F,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354737,Kdm2b,,GO:0003723,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0694,F,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354737,Kdm2b,,GO:0005515,MGI:MGI:3715707|PMID:17296600,IPI,UniProtKB:Q9CQJ4,F,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20190407,IntAct,occurs_in(GO:0005634),
MGI,MGI:1354737,Kdm2b,,GO:0005634,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q8NHM5,C,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20190319,MGI,,
MGI,MGI:1354737,Kdm2b,,GO:0006325,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0156,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354737,Kdm2b,,GO:0007283,MGI:MGI:4949568|PMID:21220025,IMP,,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20110429,BHF-UCL,,
MGI,MGI:1354737,Kdm2b,,GO:0008270,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR002857,F,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354737,Kdm2b,,GO:0016491,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0560,F,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354737,Kdm2b,,GO:0019843,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0699,F,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1354737,Kdm2b,,GO:0021555,MGI:MGI:4949568|PMID:21220025,IMP,,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20110429,BHF-UCL,,
MGI,MGI:1354737,Kdm2b,,GO:0021592,MGI:MGI:4949568|PMID:21220025,IMP,,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20110429,BHF-UCL,,
MGI,MGI:1354737,Kdm2b,,GO:0021670,MGI:MGI:4949568|PMID:21220025,IMP,,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20110429,BHF-UCL,,
MGI,MGI:1354737,Kdm2b,,GO:0021678,MGI:MGI:4949568|PMID:21220025,IMP,,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20110429,BHF-UCL,,
MGI,MGI:1354737,Kdm2b,,GO:0021993,MGI:MGI:4949568|PMID:21220025,IMP,,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20110429,BHF-UCL,,
MGI,MGI:1354737,Kdm2b,,GO:0030307,MGI:MGI:5433809|PMID:21540074,IDA,,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20150908,MGI,,
MGI,MGI:1354737,Kdm2b,,GO:0030900,MGI:MGI:4949568|PMID:21220025,IMP,,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20110429,BHF-UCL,,
MGI,MGI:1354737,Kdm2b,,GO:0030901,MGI:MGI:4949568|PMID:21220025,IMP,,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20110429,BHF-UCL,,
MGI,MGI:1354737,Kdm2b,,GO:0030902,MGI:MGI:4949568|PMID:21220025,IMP,,P,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20110429,BHF-UCL,,
MGI,MGI:1354737,Kdm2b,colocalizes_with,GO:0031519,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q8NHM5,C,lysine (K)-specific demethylase 2B,Cxxc2|Fbxl10|Jhdm1b,protein,taxon:10090,20110601,MGI,,
