namespace,name,def
biological_process,peptidyl-lysine acetylation,"""The acetylation of peptidyl-lysine."" [GOC:mah]"
biological_process,protein quality control for misfolded or incompletely synthesized proteins,"""The chemical reactions and pathways resulting in the breakdown of misfolded or attenuated proteins."" [GOC:jl]"
molecular_function,pyrimidine-specific mismatch base pair DNA N-glycosylase activity,"""Catalysis of the removal of mismatched pyrimidine bases in DNA. Enzymes with this activity recognize and remove pyrimidines present in mismatches by cleaving the N-C1' glycosidic bond between the target damaged DNA base and the deoxyribose sugar. The reaction releases a free base and leaves an apyrimidinic (AP) site."" [GOC:elh, PMID:9224623]"
molecular_function,nucleosomal DNA binding,"""Interacting selectively and non-covalently with the DNA portion of a nucleosome."" [GOC:mah]"
biological_process,cellular response to molecule of bacterial origin,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:mah]"
biological_process,T cell differentiation in thymus,"""The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus."" [GOC:add, ISBN:0781735149]"
biological_process,skeletal system development,"""The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."" [GOC:dph, GOC:jid, GOC:tb, http://www.stedmans.com/]"
cellular_component,podosome,"""An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm."" [PMID:12837608, PMID:15890982]"
biological_process,T cell activation,"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"
biological_process,positive regulation of apoptotic signaling pathway,"""Any process that activates or increases the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]"
biological_process,cell-cell junction assembly,"""The aggregation, arrangement and bonding together of a set of components to form a junction between cells."" [GOC:ai]"
biological_process,tarsal gland development,"""The process whose specific outcome is the progression of a tarsal gland over time, from its formation to the mature structure."" [GO_REF:0000094, GOC:TermGenie, PMID:20664693]"
biological_process,positive regulation of isotype switching to IgG isotypes,"""Any process that activates or increases the frequency, rate or extent of isotype switching to IgG isotypes."" [GOC:jid]"
biological_process,positive regulation of translational termination,"""Any process that activates or increases the frequency, rate or extent of translational termination."" [GOC:go_curators]"
molecular_function,histone demethylase activity (H4-R3 specific),"""Catalysis of the removal of a methyl group from arginine at position 3 of the histone H4 protein."" [GOC:mah]"
biological_process,liver development,"""The process whose specific outcome is the progression of the liver over time, from its formation to the mature structure. The liver is an exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes."" [GOC:add, ISBN:068340007X]"
molecular_function,cyclin-dependent protein serine/threonine kinase inhibitor activity,"""Stops, prevents or reduces the activity of a cyclin-dependent protein serine/threonine kinase."" [GOC:mah, GOC:pr]"
biological_process,neutrophil mediated immunity,"""Any process involved in the carrying out of an immune response by a neutrophil."" [GO_REF:0000022, GOC:add, GOC:mtg_15nov05, ISBN:0781735149]"
biological_process,signal transduction involved in G2 DNA damage checkpoint,"""A signal transduction process that contributes to a G2/M transition DNA damage checkpoint."" [GOC:mtg_cell_cycle]"
molecular_function,RNA polymerase II core promoter sequence-specific DNA binding,"""Interacting selectively and non-covalently with a DNA sequence that is part of the core promoter of a RNA polymerase II-transcribed gene."" [GOC:pg, GOC:txnOH, PMID:12381658]"
biological_process,negative regulation of proteolysis,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]"
biological_process,histone monoubiquitination,"""The modification of histones by addition of a single ubiquitin group."" [PMID:17329563]"
biological_process,maintenance of chromatin silencing,"""The maintenance of chromatin in a transcriptionally silent state such as heterochromatin."" [GOC:mah]"
biological_process,N-terminal peptidyl-lysine acetylation,"""The acetylation of the N-terminal lysine of proteins."" [GOC:ai]"
biological_process,polyubiquitinated misfolded protein transport,"""The directed movement of misfolded polyubiquitinated proteins in a cell, including the movement of proteins between specific compartments or structures within a cell."" [GOC:BHF, GOC:mah, PMID:14675537]"
molecular_function,protein serine/threonine kinase activity,"""Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate."" [GOC:bf]"
biological_process,ATP generation from poly-ADP-D-ribose,"""The process of generating ATP in the nucleus from poly-ADP-D-ribose. Nuclear ATP generation is required for extensive chromatin remodeling events that are energy-consuming."" [PMID:27257257]"
molecular_function,protein methyltransferase activity,"""Catalysis of the transfer of a methyl group (CH3-) to a protein."" [GOC:jl, ISBN:0198506732]"
molecular_function,SUMO binding,"""Interacting selectively and non-covalently with the small ubiquitin-like protein SUMO."" [GOC:mah]"
biological_process,placenta development,"""The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]"
biological_process,maternal process involved in female pregnancy,"""A reproductive process occurring in the mother that allows an embryo or fetus to develop within it."" [GOC:dph]"
biological_process,negative regulation of autophagy,"""Any process that stops, prevents, or reduces the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."" [GOC:dph, GOC:tb]"
biological_process,"CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","""The process in which a precursor cell type acquires the specialized features of a CD4-positive, CD25-positive, alpha-beta regulatory T cell."" [GOC:add, PMID:15207821]"
biological_process,histone displacement,"""The removal of histones, including histone dimers, from nucleosomes within chromatin."" [GOC:krc, PMID:15525516, PMID:17496903, PMID:21807128]"
biological_process,negative regulation of cell differentiation,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."" [GOC:go_curators]"
biological_process,negative regulation of lipoprotein lipase activity,"""Any process that stops or reduces the activity of the enzyme lipoprotein lipase."" [GOC:ai]"
molecular_function,protein-succinyllysine desuccinylase activity,"""Catalysis of the reaction: protein-succinyllysine + H2O => protein-lysine + succinate. This reaction is the removal of a succinyl group (CO-CH2-CH2-CO) from a succinylated lysine residue of a protein or peptide."" [GOC:sp, PMID:22076378]"
biological_process,labyrinthine layer morphogenesis,"""The process in which the labyrinthine layer of the placenta is generated and organized."" [GOC:dph]"
biological_process,response to hydroxyurea,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [CHEBI:44423, GOC:mah]"
biological_process,steroid biosynthetic process,"""The chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus; includes de novo formation and steroid interconversion by modification."" [GOC:go_curators]"
biological_process,developmental growth,"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]"
biological_process,nucleosome assembly,"""The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA."" [GOC:mah]"
biological_process,positive regulation of inflammatory response,"""Any process that activates or increases the frequency, rate or extent of the inflammatory response."" [GOC:ai]"
molecular_function,Lys63-specific deubiquitinase activity,"""Hydrolysis of Lys63-Linked ubiquitin unit(s) from a ubiquitinated protein."" [GOC:dph, GOC:pg, PMID:18313383]"
biological_process,regulation of cellular response to drug,"""Any process that modulates the frequency, rate or extent of cellular response to drug."" [GOC:obol]"
cellular_component,nuclear subtelomeric heterochromatin,"""Heterochromatic regions of the chromosome found at the subtelomeric regions of a chromosome in the nucleus."" [PMID:7660126]"
biological_process,negative regulation of smooth muscle cell proliferation,"""Any process that stops, prevents or reduces the rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"
biological_process,"positive regulation of transcription, DNA-templated","""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"
biological_process,positive regulation of stem cell population maintenance,"""Any process that activates or increases the frequency, rate or extent of stem cell population maintenance."" [GOC:hjd, GOC:TermGenie, PMID:22969033]"
cellular_component,inclusion body,"""A discrete intracellular part formed of aggregated molecules such as proteins or other biopolymers."" [GOC:mah, PMID:11121744]"
biological_process,ISG15-protein conjugation,"""The covalent addition to a protein of ISG15, a ubiquitin-like protein."" [GOC:mah]"
biological_process,white fat cell differentiation,"""The process in which a relatively unspecialized cell acquires specialized features of a white adipocyte, an animal connective tissue cell involved in energy storage. White adipocytes have cytoplasmic lipids arranged in a unique vacuole."" [PMID:12508945]"
biological_process,locomotory behavior,"""The specific movement from place to place of an organism in response to external or internal stimuli. Locomotion of a whole organism in a manner dependent upon some combination of that organism's internal state and external conditions."" [GOC:dph]"
biological_process,fat cell differentiation,"""The process in which a relatively unspecialized cell acquires specialized features of an adipocyte, an animal connective tissue cell specialized for the synthesis and storage of fat."" [CL:0000136, GOC:go_curators]"
biological_process,motor behavior,"""The specific neuromuscular movement of a single organism in response to external or internal stimuli."" [GOC:bf, GOC:PARL, PMID:25318560]"
molecular_function,bubble DNA binding,"""Interacting selectively and non-covalently with DNA that contains a bubble. A bubble occurs when DNA contains a region of unpaired, single-stranded DNA flanked on both sides by regions of paired, double-stranded DNA."" [GOC:elh, GOC:vw, PMID:16781730]"
biological_process,stem cell development,"""The process whose specific outcome is the progression of the stem cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to its specific fate."" [CL:0000034, GOC:isa_complete]"
biological_process,positive regulation of telomerase catalytic core complex assembly,"""Any process that activates or increases the frequency, rate or extent of telomerase catalytic core complex assembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"
biological_process,glycoprotein catabolic process,"""The chemical reactions and pathways resulting in the breakdown of glycoproteins, any protein that contains covalently bound glycose (i.e. monosaccharide) residues; the glycose occurs most commonly as oligosaccharide or fairly small polysaccharide but occasionally as monosaccharide."" [GOC:go_curators, ISBN:0198506732]"
biological_process,mitochondrial DNA metabolic process,"""The chemical reactions and pathways involving mitochondrial DNA."" [GOC:mah]"
molecular_function,Hsp90 protein binding,"""Interacting selectively and non-covalently with Hsp90 proteins, any of a group of heat shock proteins around 90kDa in size."" [GOC:ai]"
biological_process,tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation,"""The process whereby a wobble base uridine residue in a tRNA is modified to 5-methoxycarbonylmethyl-2-thiouridine."" [GOC:hjd, UniPathway:UPA00988]"
cellular_component,mitochondrial intermembrane space,"""The region between the inner and outer lipid bilayers of the mitochondrial envelope."" [GOC:mah]"
cellular_component,SWI/SNF complex,"""A SWI/SNF-type complex that contains 8 to 14 proteins, including both conserved (core) and nonconserved components; contains the ATPase product of the yeast SNF2 or mammalian SMARCA4/BAF190A/BRG1 gene, or an ortholog thereof."" [GOC:bhm, PMID:12672490]"
biological_process,neuron projection development,"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]"
biological_process,oxidative RNA demethylation,"""The removal of the methyl group from one or more nucleotides within an RNA molecule involving oxidation (i.e. electron loss) of one or more atoms."" [PMID:12594517, PMID:16482161, PMID:18775698]"
biological_process,response to transforming growth factor beta,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:mah]"
biological_process,regulation of fibroblast migration,"""Any process that modulates the rate, frequency or extent of fibroblast cell migration. Fibroblast cell migration is accomplished by extension and retraction of a pseudopodium."" [GOC:dph, GOC:tb]"
molecular_function,calcium-independent protein kinase C activity,"""Catalysis of the reaction: ATP + a protein = ADP + a phosphoprotein. This reaction requires diacylglycerol but not calcium."" [EC:2.7.11.13, GOC:mah]"
cellular_component,cell body,"""The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections."" [GOC:go_curators]"
biological_process,histone H4 deacetylation,"""The modification of histone H4 by the removal of one or more acetyl groups."" [GOC:BHF, GOC:rl]"
biological_process,female gamete generation,"""Generation of the female gamete; specialised haploid cells produced by meiosis and along with a male gamete takes part in sexual reproduction."" [GOC:dph, ISBN:0198506732]"
biological_process,peptidyl-serine phosphorylation,"""The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine."" [RESID:AA0037]"
molecular_function,histone serine kinase activity,"""Catalysis of the transfer of a phosphate group to a serine residue of a histone. Histones are any of a group of water-soluble proteins found in association with the DNA of eukaroytic  chromosomes."" [GOC:bf]"
biological_process,activation of innate immune response,"""Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species."" [GO_REF:0000022, GOC:add, GOC:mtg_15nov05, GOC:mtg_sensu, ISBN:0781735149, PMID:15199967, PMID:16177805]"
biological_process,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, with ubiquitin-protein ligation catalyzed by an SCF (Skp1/Cul1/F-box protein) complex, and mediated by the proteasome."" [PMID:15380083]"
biological_process,positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response,"""The activation of genes whose promoters contain a specific sequence elements such as the unfolded protein response element (UPRE; consensus CAGCGTG) or the ER stress-response element (ERSE; CCAAN(N)9CCACG), as a result of signaling via the unfolded protein response."" [GOC:dph, GOC:mah, GOC:tb, GOC:txnOH, PMID:12042763]"
biological_process,positive regulation of axon extension,"""Any process that activates or increases the frequency, rate or extent of axon extension."" [GOC:go_curators]"
biological_process,type B pancreatic cell differentiation,"""The process in which relatively unspecialized cells acquire specialized structural and/or functional features of a type B pancreatic cell. A type B pancreatic cell is a cell located towards center of the islets of Langerhans that secretes insulin."" [CL:0000169, GOC:dph, PMID:11076772]"
molecular_function,nucleotidyltransferase activity,"""Catalysis of the transfer of a nucleotidyl group to a reactant."" [ISBN:0198506732]"
cellular_component,SCF ubiquitin ligase complex,"""A ubiquitin ligase complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 adaptor and an F-box protein. SCF complexes are involved in targeting proteins for degradation by the proteasome. The best characterized complexes are those from yeast and mammals (with core subunits named Cdc53/Cul1, Rbx1/Hrt1/Roc1)."" [PMID:15571813, PMID:15688063]"
cellular_component,midbody,"""A thin cytoplasmic bridge formed between daughter cells at the end of cytokinesis. The midbody forms where the contractile ring constricts, and may persist for some time before finally breaking to complete cytokinesis."" [ISBN:0815316194]"
biological_process,cell migration involved in vasculogenesis,"""The orderly movement of a cell from one site to another that will contribute to the differentiation of an endothelial cell that will form de novo blood vessels and tubes."" [GOC:dgh]"
biological_process,negative regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage,"""Any process that decreases the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a UV damage stimulus."" [GOC:dph, GOC:tb]"
biological_process,positive regulation of histone H3-K27 trimethylation,"""Any process that activates or increases the frequency, rate or extent of histone H3-K27 trimethylation."" [GOC:TermGenie, PMID:19270745]"
biological_process,memory,"""The activities involved in the mental information processing system that receives (registers), modifies, stores, and retrieves informational stimuli. The main stages involved in the formation and retrieval of memory are encoding (processing of received information by acquisition), storage (building a permanent record of received information as a result of consolidation) and retrieval (calling back the stored information and use it in a suitable way to execute a given task)."" [GOC:curators, http://www.onelook.com/, ISBN:0582227089]"
biological_process,transcription by RNA polymerase II,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]"
molecular_function,"protein binding, bridging","""The binding activity of a molecule that brings together two or more protein molecules, or a protein and another macromolecule or complex, through a selective, non-covalent, often stoichiometric interaction, permitting those molecules to function in a coordinated way."" [GOC:bf, GOC:mah, GOC:vw]"
biological_process,response to caffeine,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a caffeine stimulus. Caffeine is an alkaloid found in numerous plant species, where it acts as a natural pesticide that paralyzes and kills certain insects feeding upon them."" [CHEBI:27732, GOC:ef, GOC:mah]"
molecular_function,DNA polymerase binding,"""Interacting selectively and non-covalently with a DNA polymerase."" [GOC:BHF, GOC:mah]"
molecular_function,heat shock protein binding,"""Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock."" [GOC:mah, GOC:vw]"
biological_process,megakaryocyte development,"""The process whose specific outcome is the progression of a megakaryocyte cell over time, from its formation to the mature structure. Megakaryocyte development does not include the steps involved in committing a cell to a megakaryocyte fate. A megakaryocyte is a giant cell 50 to 100 micron in diameter, with a greatly lobulated nucleus, found in the bone marrow."" [CL:0000556, GOC:BHF, GOC:vk]"
biological_process,cellular response to isoquinoline alkaloid,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an isoquinoline alkaloid stimulus. An isoquinoline alkaloid is any member of a group of compounds with the heterocyclic ring structure of benzo(c)pyridine which is a structure characteristic of the group of opium alkaloids."" [GOC:mah]"
biological_process,peptidyl-lysine demalonylation,"""The process of removing a malonyl group (CO-CH2-CO) from an malonylated lysine residue in a peptide or protein."" [GOC:sp, PMID:22076378]"
biological_process,histone H4-K5 acetylation,"""The modification of histone H4 by the addition of an acetyl group to a lysine residue at position 5 of the histone."" [GOC:jl]"
biological_process,negative regulation of transcription by RNA polymerase I,"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase I."" [GOC:go_curators]"
biological_process,regulation of macroautophagy,"""Any process that modulates the frequency, rate or extent of macroautophagy."" [GOC:krc]"
cellular_component,synapse,"""The junction between a nerve fiber of one neuron and another neuron, muscle fiber or glial cell. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."" [ISBN:0198506732]"
biological_process,negative regulation of cell-substrate adhesion,"""Any process that decreases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]"
biological_process,cellular response to transforming growth factor beta stimulus,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:ecd, PMID:15451575]"
biological_process,negative regulation of histone H3-K9 methylation,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."" [GOC:ai]"
molecular_function,SUMO conjugating enzyme activity,"""Isoenergetic transfer of SUMO from one protein to another via the reaction X-SUMO + Y -> Y-SUMO + X, where both the X-SUMO and Y-SUMO linkages are thioester bonds between the C-terminal amino acid of SUMO and a sulfhydryl side group of a cysteine residue."" [GOC:dph]"
molecular_function,antioxidant activity,"""Inhibition of the reactions brought about by dioxygen (O2) or peroxides. Usually the antioxidant is effective because it can itself be more easily oxidized than the substance protected. The term is often applied to components that can trap free radicals, thereby breaking the chain reaction that normally leads to extensive biological damage."" [ISBN:0198506732]"
biological_process,vagina development,"""The reproductive developmental process whose specific outcome is the progression of the vagina over time, from its formation to the mature structure."" [GOC:dph, GOC:ebc]"
molecular_function,mRNA binding,"""Interacting selectively and non-covalently with messenger RNA (mRNA), an intermediate molecule between DNA and protein. mRNA includes UTR and coding sequences, but does not contain introns."" [GOC:kmv, GOC:pr, SO:0000234]"
molecular_function,beta-catenin binding,"""Interacting selectively and non-covalently with the beta subunit of the catenin complex."" [GOC:bf]"
molecular_function,S-adenosyl-L-methionine binding,"""Interacting selectively and non-covalently with S-adenosyl-L-methionine."" [GO_REF:0000067, GOC:BHF, GOC:hal, GOC:TermGenie, PMID:22985361]"
biological_process,central nervous system development,"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"
molecular_function,protein kinase activity,"""Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP."" [MetaCyc:PROTEIN-KINASE-RXN]"
biological_process,negative regulation of cell population proliferation,"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]"
molecular_function,RNA polymerase II repressing transcription factor binding,"""Interacting selectively and non-covalently with an RNA polymerase II transcription repressing factor, a protein involved in negative regulation of transcription."" [GOC:txnOH]"
biological_process,positive regulation of protein phosphorylation,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]"
biological_process,thigmotaxis,"""The directed movement of a motile cell or organism in response to touch."" [GOC:dph]"
biological_process,dosage compensation by inactivation of X chromosome,"""Compensating for the two-fold variation in X-chromosome:autosome ratios between sexes by a global inactivation of all, or most of, the genes on one of the X-chromosomes in the XX sex."" [GOC:jl, GOC:mr, GOC:pr, https://en.wikipedia.org/wiki/XY_sex-determination_system, ISBN:0140512888, PMID:11498577, PMID:20622855]"
biological_process,calcium ion homeostasis,"""Any process involved in the maintenance of an internal steady state of calcium ions within an organism or cell."" [GOC:ceb, GOC:jid, GOC:mah]"
biological_process,negative regulation of striated muscle tissue development,"""Any process that stops, prevents, or reduces the frequency, rate or extent of striated muscle development."" [GOC:go_curators]"
biological_process,endoderm development,"""The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues."" [GOC:dph, GOC:tb]"
biological_process,myeloid cell differentiation,"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte, megakaryocyte, thrombocyte, or erythrocyte lineages."" [GOC:add, ISBN:0781735149]"
molecular_function,TFIIB-class transcription factor binding,"""Interacting selectively and non-covalently with a general RNA polymerase II transcription factor of the TFIIB class, one of the factors involved in formation of the preinitiation complex (PIC) by RNA polymerase II."" [GOC:krc, PMID:16858867]"
biological_process,coronary vasculature development,"""The process whose specific outcome is the progression of the blood vessels of the heart over time, from its formation to the mature structure."" [GOC:mtg_heart]"
biological_process,peptidyl-lysine propionylation,"""The propionylation of peptidyl-lysine."" [PMID:17267393]"
molecular_function,nucleosome-dependent ATPase activity,"""Catalysis of the reaction: ATP + H2O = ADP + phosphate. This reaction requires the presence of one or more nucleosomes."" [GOC:mah, PMID:19165147]"
biological_process,positive regulation of protein binding,"""Any process that activates or increases the frequency, rate or extent of protein binding."" [GOC:mah]"
biological_process,proteolysis involved in cellular protein catabolic process,"""The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells."" [GOC:ai, GOC:dph, GOC:tb]"
cellular_component,nuclear speck,"""A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."" [http://www.cellnucleus.com/]"
molecular_function,core promoter binding,"""Interacting selectively and non-covalently with the regulatory region composed of the transcription start site and binding sites for the basal transcription machinery. Binding may occur as a sequence specific interaction or as an interaction observed only once a factor has been recruited to the DNA by other factors."" [GOC:txnOH]"
biological_process,cell development,"""The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:go_curators]"
biological_process,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,"""Modulation of the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a stimulus indicating the organism is under oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl]"
biological_process,regulation of growth rate,"""Any process that modulates the rate of growth of all or part of an organism."" [GOC:mah]"
biological_process,regulation of DNA-binding transcription factor activity,"""Any process that modulates the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."" [GOC:ai]"
cellular_component,ESC/E(Z) complex,"""A multimeric protein complex that can methylate lysine-27 and lysine-9 residues of histone H3. In Drosophila the core subunits of the complex include ESC, E(Z), CAF1 (NURF-55) and SU(Z)12. In mammals the core subunits of the complex include EED, EZH2, SUZ12 and RBBP4."" [GOC:bf, GOC:sp, PMID:12408863, PMID:12408864, PMID:20064375]"
molecular_function,protein-glutaryllysine deglutarylase activity,"""Catalysis of the reaction: protein-glutaryllysine + H2O => protein-lysine + glutarate. This reaction is the removal of a glutaryl group from a glutarylated lysine residue of a protein or peptide."" [GOC:dph, PMID:24703693]"
biological_process,positive regulation of transcription by RNA polymerase II,"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]"
biological_process,cellular response to fluid shear stress,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fluid shear stress stimulus. Fluid shear stress is the force acting on an object in a system where the fluid is moving across a solid surface."" [GOC:mah]"
molecular_function,DNA helicase activity,"""Catalysis of the reaction: NTP + H2O = NDP + phosphate, to drive the unwinding of a DNA helix."" [GOC:jl, GOC:mah]"
biological_process,response to amphetamine,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amphetamine stimulus. Amphetamines consist of a group of compounds related to alpha-methylphenethylamine."" [CHEBI:2679, GOC:dph, GOC:ef]"
biological_process,histone H3-K9 demethylation,"""The modification of histone H3 by the removal of a methyl group from lysine at position 9 of the histone."" [GOC:mah]"
biological_process,canonical Wnt signaling pathway,"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes. In this pathway, the activated receptor signals via downstream effectors that result in the inhibition of beta-catenin phosphorylation, thereby preventing degradation of beta-catenin. Stabilized beta-catenin can then accumulate and travel to the nucleus to trigger changes in transcription of target genes."" [GOC:bf, GOC:dph, PMID:11532397, PMID:19619488]"
biological_process,negative regulation of neuron apoptotic process,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]"
biological_process,response to toxic substance,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus."" [GOC:lr]"
biological_process,respiratory electron transport chain,"""A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient."" [GOC:mtg_electron_transport, ISBN:0716720094]"
molecular_function,"DNA (cytosine-5-)-methyltransferase activity, acting on CpG substrates","""Catalysis of the reaction: S-adenosyl-L-methionine + CpG (in DNA) = S-adenosyl-L-homocysteine + 5-MeCpG (in DNA)."" [EC:2.1.1.37, PMID:15689527]"
